day,queue,offered,abandoned,answered,answered_within,abandon_rate,service_level,roll_mean,roll_std,upper_band,is_anomaly
2026-04-26,GeneralChat,61,7,54,37,0.11475409836065574,0.6065573770491803,0.06706502328630365,0.03070662304306203,0.1284782693724277,False
2026-04-27,GeneralChat,99,8,91,51,0.08080808080808081,0.5151515151515151,0.06573793507396954,0.027895077818420714,0.12152809071081097,False
2026-04-28,GeneralChat,116,12,104,55,0.10344827586206896,0.47413793103448276,0.06514501863946895,0.027444692421824925,0.1200344034831188,False
2026-04-29,GeneralChat,106,7,99,68,0.0660377358490566,0.6415094339622641,0.06747729118840308,0.0292874252836434,0.12605214175568988,False
2026-04-30,GeneralChat,122,5,117,71,0.040983606557377046,0.5819672131147541,0.06806204091551987,0.029161904861554726,0.12638585063862934,False
2026-05-01,GeneralChat,107,9,98,57,0.08411214953271028,0.5327102803738317,0.0645544349488975,0.029261654481878053,0.12307774391265361,False
2026-05-02,GeneralChat,47,7,40,24,0.14893617021276595,0.5106382978723404,0.06778852052578319,0.028697037550904542,0.12518259562759226,True
2026-05-03,GeneralChat,41,4,37,25,0.0975609756097561,0.6097560975609756,0.07690706155921785,0.03277343245016824,0.14245392645955435,False
2026-05-04,GeneralChat,103,5,98,65,0.04854368932038835,0.6310679611650486,0.08123020002869778,0.03105650472234091,0.1433432094733796,False
2026-05-05,GeneralChat,88,45,43,27,0.5113636363636364,0.3068181818181818,0.08214658600056225,0.029772906053490582,0.14169239810754342,True
2026-05-06,GeneralChat,101,7,94,65,0.06930693069306931,0.6435643564356436,0.11232335367732994,0.11863208559485429,0.34958752486703853,False
2026-05-07,GeneralChat,97,4,93,60,0.041237113402061855,0.6185567010309279,0.11408507321663079,0.11772939779868027,0.34954386881399135,False
2026-05-08,GeneralChat,113,5,108,57,0.04424778761061947,0.504424778761062,0.11197369130413584,0.11882542286210097,0.3496245370283378,False
2026-05-09,GeneralChat,41,0,41,24,0.0,0.5853658536585366,0.11066996184775153,0.11950816209381901,0.34968628603538954,False
2026-05-10,GeneralChat,49,2,47,30,0.04081632653061224,0.6122448979591837,0.10366716072730335,0.1231229423315399,0.34991304539038315,False
2026-05-11,GeneralChat,115,10,105,70,0.08695652173913043,0.6086956521739131,0.09838589131087165,0.12419190731374419,0.34676970593836004,False
2026-05-12,GeneralChat,113,8,105,67,0.07079646017699115,0.5929203539823009,0.0988250656630895,0.12413582473617837,0.34709671513544627,False
2026-05-13,GeneralChat,97,6,91,58,0.061855670103092786,0.5979381443298969,0.09649279311415537,0.12434883145585052,0.3451904560258564,False
2026-05-14,GeneralChat,95,6,89,52,0.06315789473684211,0.5473684210526316,0.09619407413230081,0.12443261537960187,0.34505930489150455,False
2026-05-15,GeneralChat,110,6,104,63,0.05454545454545454,0.5727272727272728,0.09777795185940545,0.12381538896237304,0.34540872978415155,False
2026-05-16,GeneralChat,39,4,35,21,0.10256410256410256,0.5384615384615384,0.09566604507460148,0.12431755542770578,0.34430115593001304,False
2026-05-17,GeneralChat,61,5,56,34,0.08196721311475409,0.5573770491803278,0.09235375452826837,0.12340346237549268,0.33916067927925375,False
2026-05-18,GeneralChat,101,6,95,59,0.0594059405940594,0.5841584158415841,0.09123991435005395,0.12342321966224183,0.3380863536745376,False
2026-05-19,GeneralChat,116,6,110,63,0.05172413793103448,0.5431034482758621,0.09201578944103046,0.12316805013927432,0.3383518897195791,False
2026-05-20,GeneralChat,111,4,107,64,0.036036036036036036,0.5765765765765766,0.0591843966958446,0.024643593402088514,0.10847158350002162,False
2026-05-21,GeneralChat,116,7,109,64,0.0603448275862069,0.5517241379310345,0.05680790422034222,0.025190504805890836,0.1071889138321239,False
2026-05-22,GeneralChat,101,5,96,59,0.04950495049504951,0.5841584158415841,0.05817274094778115,0.024796527844680727,0.10776579663714261,False
2026-05-23,GeneralChat,46,1,45,26,0.021739130434782608,0.5652173913043478,0.05854825258238331,0.02460852486911267,0.10776530232060866,False
2026-05-24,GeneralChat,50,5,45,28,0.1,0.56,0.06010104761343921,0.021059970469236376,0.10222098855191196,False
2026-01-25,GeneralSupp,63,7,56,37,0.1111111111111111,0.5873015873015873,,,,False
2026-01-26,GeneralSupp,152,9,143,87,0.05921052631578947,0.5723684210526315,,,,False
2026-01-27,GeneralSupp,145,17,128,78,0.11724137931034483,0.5379310344827586,,,,False
2026-01-28,GeneralSupp,132,14,118,80,0.10606060606060606,0.6060606060606061,,,,False
2026-01-29,GeneralSupp,138,7,131,86,0.050724637681159424,0.6231884057971014,,,,False
2026-01-30,GeneralSupp,151,19,132,80,0.12582781456953643,0.5298013245033113,0.08886965209580218,0.03134434625739549,0.15155834461059314,False
2026-01-31,GeneralSupp,57,7,50,29,0.12280701754385964,0.5087719298245614,0.09502934584142457,0.0318374841355588,0.15870431411254216,False
2026-02-01,GeneralSupp,72,6,66,42,0.08333333333333333,0.5833333333333334,0.09899758465605814,0.0309017194521284,0.16080102356031495,False
2026-02-02,GeneralSupp,136,10,126,66,0.07352941176470588,0.4852941176470588,0.09703955324071754,0.02914053451785013,0.1553206222764178,False
2026-02-03,GeneralSupp,139,11,128,77,0.07913669064748201,0.5539568345323741,0.09442731529893847,0.028362624906168234,0.15115256511127495,False
2026-02-04,GeneralSupp,147,13,134,89,0.08843537414965986,0.6054421768707483,0.09289825283379281,0.02717419285227256,0.14724663853833794,False
2026-02-05,GeneralSupp,142,16,126,70,0.11267605633802817,0.49295774647887325,0.09249253658978072,0.025814796993826217,0.14412213057743317,False
2026-02-06,GeneralSupp,140,12,128,89,0.08571428571428572,0.6357142857142857,0.09417449656880135,0.02529366437973273,0.1447618253282668,False
2026-02-07,GeneralSupp,59,7,52,27,0.11864406779661017,0.4576271186440678,0.09352371111845399,0.024330251096238258,0.1421842133109305,False
2026-02-08,GeneralSupp,68,11,57,43,0.16176470588235295,0.6323529411764706,0.09531802230975087,0.02432076036797312,0.1439595430456971,True
2026-02-09,GeneralSupp,121,9,112,66,0.0743801652892562,0.5454545454545454,0.09893613622198241,0.029964031811690914,0.15886419984536423,False
2026-02-10,GeneralSupp,134,13,121,76,0.09701492537313433,0.5671641791044776,0.10001968186294434,0.028663023971126095,0.15734572980519654,False
2026-02-11,GeneralSupp,139,7,132,79,0.050359712230215826,0.5683453237410072,0.0985749351531436,0.02823475198705703,0.15504443912725765,False
2026-02-12,GeneralSupp,121,8,113,64,0.06611570247933884,0.5289256198347108,0.09459629987954428,0.030897690688695932,0.15639168125693614,False
2026-02-13,GeneralSupp,115,13,102,71,0.11304347826086956,0.6173913043478261,0.0956956616508428,0.02945684732280942,0.15460935629646164,False
2026-02-14,GeneralSupp,62,9,53,33,0.14516129032258066,0.532258064516129,0.09478249477165232,0.02863765940924781,0.15205781359014794,False
2026-02-15,GeneralSupp,59,7,52,35,0.11864406779661017,0.5932203389830508,0.09637922854156097,0.030857560245581218,0.1580943490327234,False
2026-02-16,GeneralSupp,114,8,106,62,0.07017543859649122,0.543859649122807,0.09890142386036646,0.03115090371837368,0.16120323129711384,False
2026-02-17,GeneralSupp,173,11,162,88,0.06358381502890173,0.5086705202312138,0.0986618543483511,0.03137314401989608,0.16140814238814327,False
2026-02-18,GeneralSupp,137,14,123,76,0.10218978102189781,0.5547445255474452,0.09755093466130968,0.03237701343100255,0.16230496152331478,False
2026-02-19,GeneralSupp,110,6,104,62,0.05454545454545454,0.5636363636363636,0.09853339229504096,0.03228769152637875,0.16310877534779847,False
2026-02-20,GeneralSupp,148,11,137,85,0.07432432432432433,0.5743243243243243,0.09438120645271428,0.03402034456117432,0.16242189557506292,False
2026-02-21,GeneralSupp,74,5,69,48,0.06756756756756757,0.6486486486486487,0.09356763778200275,0.034377862356544484,0.16232336249509172,False
2026-02-22,GeneralSupp,75,6,69,42,0.08,0.56,0.08991931633707113,0.03422180960061774,0.1583629355383066,False
2026-02-23,GeneralSupp,137,11,126,68,0.08029197080291971,0.49635036496350365,0.08407898020261735,0.0272930235546714,0.13866502731196015,False
2026-02-24,GeneralSupp,134,20,114,65,0.14925373134328357,0.48507462686567165,0.08450125202502187,0.027176908739714234,0.13885506950445034,True
2026-02-25,GeneralSupp,130,9,121,74,0.06923076923076923,0.5692307692307692,0.08823259530860396,0.032157027503041065,0.1525466503146861,False
2026-02-26,GeneralSupp,140,13,127,85,0.09285714285714286,0.6071428571428571,0.08958052795150064,0.030814887310785632,0.1512103025730719,False
2026-02-27,GeneralSupp,149,13,136,86,0.087248322147651,0.5771812080536913,0.0914906308356295,0.03006826068503629,0.15162715220570208,False
2026-02-28,GeneralSupp,72,6,66,37,0.08333333333333333,0.5138888888888888,0.08964811968468532,0.029429508995345206,0.14850713767537574,False
2026-03-01,GeneralSupp,65,9,56,29,0.13846153846153847,0.4461538461538462,0.08523183704259621,0.024720534403198,0.13467290584899222,True
2026-03-02,GeneralSupp,132,10,122,81,0.07575757575757576,0.6136363636363636,0.08664737066151969,0.027221787553013316,0.14109094576754633,False
2026-03-03,GeneralSupp,109,8,101,61,0.07339449541284404,0.5596330275229358,0.08704609474445428,0.02700195389387841,0.14105000253221112,False
2026-03-04,GeneralSupp,124,20,104,67,0.16129032258064516,0.5403225806451613,0.08774685762902158,0.026468245586140696,0.14068334880130298,True
2026-03-05,GeneralSupp,135,22,113,64,0.16296296296296298,0.4740740740740741,0.09196832488321784,0.0328843387056116,0.15773700229444104,True
2026-03-06,GeneralSupp,133,14,119,74,0.10526315789473684,0.556390977443609,0.09971243262732557,0.03601079652483947,0.17173402567700452,False
2026-03-07,GeneralSupp,64,3,61,35,0.046875,0.546875,0.10192234931092647,0.035274734176510295,0.17247181766394706,False
2026-03-08,GeneralSupp,58,1,57,34,0.017241379310344827,0.5862068965517241,0.10044430877038592,0.03720562871981523,0.17485556621001638,False
2026-03-09,GeneralSupp,159,16,143,75,0.10062893081761007,0.4716981132075472,0.09596155014969628,0.04316229700114189,0.18228614415198005,False
2026-03-10,GeneralSupp,144,11,133,78,0.0763888888888889,0.5416666666666666,0.09741419015074558,0.04293599611870367,0.18328618238815292,False
2026-03-11,GeneralSupp,129,11,118,84,0.08527131782945736,0.6511627906976745,0.09220955854686026,0.040516841242413386,0.17324324103168703,False
2026-03-12,GeneralSupp,133,11,122,65,0.08270676691729323,0.48872180451127817,0.09335531201819512,0.040041059145100207,0.17343743030839553,False
2026-03-13,GeneralSupp,129,13,116,71,0.10077519379844961,0.5503875968992248,0.0926302851653487,0.04014254166968236,0.17291536850471342,False
2026-03-14,GeneralSupp,69,9,60,34,0.13043478260869565,0.4927536231884058,0.09359649028326289,0.040165821435095526,0.17392813315345396,False
2026-03-15,GeneralSupp,51,5,46,33,0.09803921568627451,0.6470588235294118,0.09696087951721735,0.04119939462984788,0.17935966877691312,False
2026-03-16,GeneralSupp,133,14,119,64,0.10526315789473684,0.48120300751879697,0.09407357074755562,0.03944637832776064,0.1729663274030769,False
2026-03-17,GeneralSupp,129,16,113,68,0.12403100775193798,0.5271317829457365,0.09618111232878143,0.039179826901213584,0.1745407661312086,False
2026-03-18,GeneralSupp,114,15,99,69,0.13157894736842105,0.6052631578947368,0.09979800606728814,0.039251658219068876,0.1783013225054259,False
2026-03-19,GeneralSupp,119,14,105,68,0.11764705882352941,0.5714285714285714,0.0976757649807007,0.036368491526529836,0.1704127480337604,False
2026-03-20,GeneralSupp,151,14,137,86,0.09271523178807947,0.5695364238410596,0.09443891468502688,0.03184629775193969,0.15813151018890625,False
2026-03-21,GeneralSupp,47,6,41,21,0.1276595744680851,0.44680851063829785,0.09354263424883706,0.03169443924479947,0.156931512738436,False
2026-03-22,GeneralSupp,80,9,71,43,0.1125,0.5375,0.09931296099655743,0.029844380169644906,0.15900172133584722,False
2026-03-23,GeneralSupp,124,10,114,67,0.08064516129032258,0.5403225806451613,0.10611714818867567,0.018332248488975498,0.14278164516662667,False
2026-03-24,GeneralSupp,152,14,138,84,0.09210526315789473,0.5526315789473685,0.10468973607958369,0.01953124491410017,0.14375222590778403,False
2026-03-25,GeneralSupp,121,13,108,64,0.10743801652892562,0.5289256198347108,0.10581233424165552,0.018184718218172125,0.14218177067799978,False
2026-03-26,GeneralSupp,125,7,118,71,0.056,0.568,0.10739566986304613,0.0171968330285631,0.14178933592017234,False
2026-03-27,GeneralSupp,141,14,127,70,0.09929078014184398,0.49645390070921985,0.10548804365466805,0.021168791041846286,0.1478256257383606,False
2026-03-28,GeneralSupp,59,9,50,25,0.15254237288135594,0.423728813559322,0.10538201410776764,0.021197909936570253,0.14777783398090816,True
2026-03-29,GeneralSupp,49,3,46,31,0.061224489795918366,0.6326530612244898,0.10696112769867194,0.02386357998749921,0.15468828767367038,False
2026-03-30,GeneralSupp,144,16,128,76,0.1111111111111111,0.5277777777777778,0.10433150442078938,0.026773331335171704,0.15787816709113278,False
2026-03-31,GeneralSupp,147,13,134,74,0.08843537414965986,0.5034013605442177,0.10474921536481609,0.02683453408576177,0.15841828353633963,False
2026-04-01,GeneralSupp,145,18,127,89,0.12413793103448276,0.6137931034482759,0.10220667010751051,0.026551907425232953,0.15531048495797642,False
2026-04-02,GeneralSupp,173,8,165,106,0.046242774566473986,0.6127167630057804,0.10167516894080064,0.02598719191688915,0.15364955277457895,False
2026-04-03,GeneralSupp,146,14,132,78,0.0958904109589041,0.5342465753424658,0.09657486292243954,0.02939493578484855,0.15536473449213664,False
2026-04-04,GeneralSupp,75,9,66,38,0.12,0.5066666666666667,0.09680166143464129,0.029375108305430397,0.15555187804550208,False
2026-04-05,GeneralSupp,75,10,65,38,0.13333333333333333,0.5066666666666667,0.09625454897263522,0.028822296804588407,0.15389914258181203,False
2026-04-06,GeneralSupp,132,12,120,78,0.09090909090909091,0.5909090909090909,0.09774264421073045,0.03022905110173998,0.15820074641421042,False
2026-04-07,GeneralSupp,145,15,130,81,0.10344827586206896,0.5586206896551724,0.09847578204064247,0.029905222788099855,0.1582862276168422,False
2026-04-08,GeneralSupp,151,12,139,89,0.07947019867549669,0.5894039735099338,0.09928599723379779,0.0298729906988495,0.1590319786314968,False
2026-04-09,GeneralSupp,136,12,124,78,0.08823529411764706,0.5735294117647058,0.09728829595855285,0.030219048451826068,0.15772639286220497,False
2026-04-10,GeneralSupp,128,15,113,72,0.1171875,0.5625,0.09959081696695622,0.027975941007878674,0.15554269898271356,False
2026-04-11,GeneralSupp,69,6,63,44,0.08695652173913043,0.6376811594202898,0.10086915409968165,0.02836732650388244,0.15760380710744654,False
2026-04-12,GeneralSupp,58,1,57,39,0.017241379310344827,0.6724137931034483,0.09618445044666554,0.024301562615508504,0.14478757567768255,False
2026-04-13,GeneralSupp,148,17,131,79,0.11486486486486487,0.5337837837837838,0.093042799697696,0.03106938556491141,0.15518157082751882,False
2026-04-14,GeneralSupp,140,10,130,77,0.07142857142857142,0.55,0.09331092496582127,0.031252962353807916,0.15581684967343712,False
2026-04-15,GeneralSupp,132,83,49,27,0.6287878787878788,0.20454545454545456,0.09209615334288637,0.031783070657889,0.15566229465866438,True
2026-04-16,GeneralSupp,152,13,139,79,0.08552631578947369,0.5197368421052632,0.12814257818241467,0.14727071691206,0.4226840120065347,False
2026-04-17,GeneralSupp,151,16,135,80,0.10596026490066225,0.5298013245033113,0.13094854541262893,0.14595862755113792,0.42286580051490474,False
2026-04-18,GeneralSupp,61,4,57,35,0.06557377049180328,0.5737704918032787,0.1316678206941831,0.14579729627399537,0.42326241324217384,False
2026-04-19,GeneralSupp,64,6,58,34,0.09375,0.53125,0.12778023287216903,0.14685413210075615,0.4214884970736813,False
2026-04-20,GeneralSupp,149,14,135,89,0.09395973154362416,0.5973154362416108,0.12495285191978808,0.1471198026093978,0.41919245713858366,False
2026-04-21,GeneralSupp,122,15,107,66,0.12295081967213115,0.5409836065573771,0.12517075482225476,0.1470677508082102,0.41930625643867514,False
2026-04-22,GeneralSupp,140,13,127,75,0.09285714285714286,0.5357142857142857,0.12656379366583062,0.14693847416783629,0.42044074200150316,False
2026-04-23,GeneralSupp,139,10,129,67,0.07194244604316546,0.48201438848920863,0.12752000396451962,0.14665171413558392,0.42082343223568747,False
2026-04-24,GeneralSupp,142,15,127,87,0.1056338028169014,0.6126760563380281,0.12635622910205666,0.1470515460843805,0.42045932127081764,False
2026-04-25,GeneralSupp,68,5,63,42,0.07352941176470588,0.6176470588235294,0.12553096501754962,0.14713935367063408,0.4198096723588178,False
2026-04-26,GeneralSupp,59,4,55,28,0.06779661016949153,0.4745762711864407,0.12457188573366215,0.14745355419599462,0.41947899412565137,False
2026-04-27,GeneralSupp,149,6,143,85,0.040268456375838924,0.5704697986577181,0.12818297365217263,0.14522507552822786,0.41863312470862835,False
2026-04-28,GeneralSupp,167,15,152,108,0.08982035928143713,0.6467065868263473,0.12285465876009935,0.14710757719342313,0.4170698131469456,False
2026-04-29,GeneralSupp,139,14,125,78,0.10071942446043165,0.5611510791366906,0.12416835789244692,0.14669454703525378,0.41755745196295446,False
2026-04-30,GeneralSupp,146,8,138,79,0.0547945205479452,0.541095890410959,0.08644918258334353,0.021015482744500626,0.12848014807234479,False
2026-05-01,GeneralSupp,158,12,146,85,0.0759493670886076,0.5379746835443038,0.08425405435180577,0.022659965389532924,0.12957398513087162,False
2026-05-02,GeneralSupp,56,3,53,31,0.05357142857142857,0.5535714285714286,0.08211041879380186,0.02185377671177136,0.1258179722173446,False
2026-05-03,GeneralSupp,68,2,66,38,0.029411764705882353,0.5588235294117647,0.08125310865663225,0.022768672357217384,0.12679045337106704,False
2026-05-04,GeneralSupp,149,17,132,86,0.11409395973154363,0.5771812080536913,0.07665752042133814,0.026275233064923846,0.12920798655118582,False
2026-05-05,GeneralSupp,150,21,129,81,0.14,0.54,0.0780956795776181,0.027801779962236966,0.13369923950209203,True
2026-05-06,GeneralSupp,137,10,127,73,0.072992700729927,0.5328467153284672,0.07931347817246588,0.030188644610062196,0.1396907673925903,False
2026-05-07,GeneralSupp,136,17,119,78,0.125,0.5735294117647058,0.07789458944909332,0.029969139724262808,0.13783286889761892,False
2026-05-08,GeneralSupp,139,15,124,82,0.1079136690647482,0.5899280575539568,0.08168441473172436,0.03241361798117671,0.1465116506940778,False
2026-05-09,GeneralSupp,60,5,55,36,0.08333333333333333,0.6,0.08184726232085626,0.03254864232153237,0.146944546963921,False
2026-05-10,GeneralSupp,59,7,52,30,0.11864406779661017,0.5084745762711864,0.08254754243290108,0.03246126662129066,0.1474700756754824,False
2026-05-11,GeneralSupp,147,20,127,84,0.1360544217687075,0.5714285714285714,0.08617950369198099,0.03351145951304688,0.15320242271807477,False
2026-05-12,GeneralSupp,140,13,127,76,0.09285714285714286,0.5428571428571428,0.09302135836290017,0.033193561094554506,0.15940848055200918,False
2026-05-13,GeneralSupp,140,17,123,68,0.12142857142857143,0.4857142857142857,0.0932382714754506,0.03318095413988185,0.1596001797552143,False
2026-05-14,GeneralSupp,116,12,104,61,0.10344827586206896,0.5258620689655172,0.09471749625888913,0.03399182730649705,0.16270115087188325,False
2026-05-15,GeneralSupp,140,13,127,89,0.09285714285714286,0.6357142857142857,0.09819276449561228,0.03202652011605568,0.16224580472772365,False
2026-05-16,GeneralSupp,67,4,63,37,0.05970149253731343,0.5522388059701493,0.09940046276479335,0.03143657169383988,0.1622736061524731,False
2026-05-17,GeneralSupp,55,5,50,29,0.09090909090909091,0.5272727272727272,0.09983832447664227,0.030785084125432016,0.1614084927275063,False
2026-05-18,GeneralSupp,141,20,121,71,0.14184397163120568,0.5035460992907801,0.10423099063401431,0.023484973800458372,0.15120093823493105,False
2026-05-19,GeneralSupp,137,9,128,74,0.06569343065693431,0.5401459854014599,0.10621313434113303,0.02546872228972339,0.15715057892057982,False
2026-05-20,GeneralSupp,137,14,123,83,0.10218978102189781,0.6058394160583942,0.10090552224519976,0.025628153457411255,0.15216182916002227,False
2026-05-21,GeneralSupp,117,9,108,57,0.07692307692307693,0.48717948717948717,0.10299102798034053,0.02433747076572042,0.15166596951178138,False
2026-05-22,GeneralSupp,139,20,119,79,0.14388489208633093,0.5683453237410072,0.0995569620462746,0.024384904191777867,0.14832677042983033,False
2026-05-23,GeneralSupp,58,6,52,28,0.10344827586206896,0.4827586206896552,0.10212633511924481,0.027079389720652124,0.15628511456054905,False
2026-05-24,GeneralSupp,63,6,57,36,0.09523809523809523,0.5714285714285714,0.10356311672844021,0.026533698966619553,0.15663051466167932,False
2026-01-25,Intake,64,7,57,38,0.109375,0.59375,,,,False
2026-01-26,Intake,150,12,138,84,0.08,0.56,,,,False
2026-01-27,Intake,158,13,145,90,0.08227848101265822,0.569620253164557,,,,False
2026-01-28,Intake,180,15,165,109,0.08333333333333333,0.6055555555555555,,,,False
2026-01-29,Intake,168,12,156,89,0.07142857142857142,0.5297619047619048,,,,False
2026-01-30,Intake,181,15,166,104,0.08287292817679558,0.574585635359116,0.0852830771549126,0.0142575250172274,0.1137981271893674,False
2026-01-31,Intake,56,6,50,27,0.10714285714285714,0.48214285714285715,0.08488138565855975,0.012790220953640529,0.1104618275658408,False
2026-02-01,Intake,89,8,81,47,0.0898876404494382,0.5280898876404494,0.08806159587060224,0.014391697339736408,0.11684499055007505,False
2026-02-02,Intake,160,17,143,80,0.10625,0.5,0.08828985144295673,0.013339754484059321,0.11496936041107537,False
2026-02-03,Intake,150,14,136,84,0.09333333333333334,0.56,0.09028542350485043,0.013840021285063257,0.11796546607497695,False
2026-02-04,Intake,146,14,132,84,0.0958904109589041,0.5753424657534246,0.09059021448769873,0.01308404580759984,0.11675830610289842,False
2026-02-05,Intake,179,11,168,97,0.061452513966480445,0.5418994413407822,0.09107205053053558,0.0125150651184793,0.11610218076749418,False
2026-02-06,Intake,163,11,152,99,0.06748466257668712,0.6073619631901841,0.08860375581686432,0.014679843168423847,0.11796344215371202,False
2026-02-07,Intake,68,6,62,37,0.08823529411764706,0.5441176470588235,0.08697921018300453,0.015226574681888719,0.11743235954678197,False
2026-02-08,Intake,76,5,71,40,0.06578947368421052,0.5263157894736842,0.08706893046405043,0.014633070998899529,0.11633507246184949,False
2026-02-09,Intake,156,13,143,77,0.08333333333333333,0.4935897435897436,0.08395567858435117,0.014150862409535855,0.11225740340342288,False
2026-02-10,Intake,158,19,139,89,0.12025316455696203,0.5632911392405063,0.08419377382244642,0.014107161465265987,0.11240809675297839,True
2026-02-11,Intake,166,14,152,94,0.08433734939759036,0.5662650602409639,0.08690625121846811,0.01705367522481333,0.12101360166809477,False
2026-02-12,Intake,184,17,167,115,0.09239130434782608,0.625,0.08697796665162934,0.017039599610813354,0.12105716587325605,False
2026-02-13,Intake,166,17,149,95,0.10240963855421686,0.572289156626506,0.08847530471729038,0.016479954370989675,0.12143521345926973,False
2026-02-14,Intake,86,2,84,60,0.023255813953488372,0.6976744186046512,0.08987078402996332,0.016793248667056594,0.12345728136407651,False
2026-02-15,Intake,77,8,69,42,0.1038961038961039,0.5454545454545454,0.08387885237357985,0.0237012753784434,0.13128140313046666,False
2026-02-16,Intake,148,11,137,85,0.07432432432432433,0.5743243243243243,0.08487945690548455,0.02426349553374393,0.1334064479729724,False
2026-02-17,Intake,183,18,165,108,0.09836065573770492,0.5901639344262295,0.08259905150007914,0.023591444065067073,0.12978193963021328,False
2026-02-18,Intake,177,12,165,105,0.06779661016949153,0.5932203389830508,0.08295814595753424,0.023804700744623486,0.13056754744678123,False
2026-02-19,Intake,173,18,155,97,0.10404624277456648,0.5606936416184971,0.08095144590114764,0.023814801418433076,0.1285810487380138,False
2026-02-20,Intake,169,9,160,86,0.05325443786982249,0.5088757396449705,0.08399385510172519,0.023852843258051575,0.13169954161782835,False
2026-02-21,Intake,78,3,75,43,0.038461538461538464,0.5512820512820513,0.08297741047980631,0.024891070082333867,0.13275955064447403,False
2026-02-22,Intake,69,6,63,34,0.08695652173913043,0.4927536231884058,0.07942214221865569,0.02750022136336476,0.13442258494538523,False
2026-02-23,Intake,160,8,152,93,0.05,0.58125,0.08093407422257855,0.027273997706252294,0.13548206963508314,False
2026-02-24,Intake,184,108,76,44,0.5869565217391305,0.2391304347826087,0.07855312184162615,0.028476870217249452,0.13550686227612505,True
2026-02-25,Intake,153,15,138,90,0.09803921568627451,0.5882352941176471,0.11188907592606677,0.1391510633378241,0.39019120260171497,False
2026-02-26,Intake,159,12,147,90,0.07547169811320754,0.5660377358490566,0.11286778066097279,0.13899046743106044,0.3908487155230937,False
2026-02-27,Intake,152,19,133,76,0.125,0.5,0.11165923735850003,0.13925551592668167,0.3901702692118634,False
2026-02-28,Intake,66,7,59,34,0.10606060606060606,0.5151515151515151,0.1132728346046274,0.13927097340543904,0.39181478141550546,False
2026-03-01,Intake,77,5,72,47,0.06493506493506493,0.6103896103896104,0.11918746261227865,0.13689199704763877,0.3929714567075562,False
2026-03-02,Intake,167,22,145,93,0.1317365269461078,0.5568862275449101,0.11640453125791872,0.13762086051327796,0.39164625228447464,False
2026-03-03,Intake,181,8,173,115,0.04419889502762431,0.6353591160220995,0.12050540287376041,0.1371249857817734,0.39475537443730724,False
2026-03-04,Intake,156,7,149,88,0.04487179487179487,0.5641025641025641,0.11663670568018322,0.13855439373311523,0.3937454931464137,False
2026-03-05,Intake,169,17,152,86,0.10059171597633136,0.5088757396449705,0.11499921887320488,0.1393094145327655,0.3936180479387359,False
2026-03-06,Intake,159,12,147,86,0.07547169811320754,0.5408805031446541,0.11475246695904524,0.13933336470223845,0.39341919636352213,False
2026-03-07,Intake,70,11,59,35,0.15714285714285714,0.5,0.11633941411928703,0.1387041506648151,0.3937477154489172,False
2026-03-08,Intake,62,6,56,37,0.0967741935483871,0.5967741935483871,0.12481665116795264,0.13719688439087616,0.39921041994970496,False
2026-03-09,Intake,160,18,142,76,0.1125,0.475,0.1255179134400424,0.13701345003922427,0.3995448135184909,False
2026-03-10,Intake,166,15,151,87,0.09036144578313253,0.5240963855421686,0.12998219915432813,0.1353719674294369,0.40072613401320195,False
2026-03-11,Intake,180,10,170,104,0.05555555555555555,0.5777777777777777,0.09451112230032825,0.0320599376716414,0.15863099764361105,False
2026-03-12,Intake,179,15,164,100,0.08379888268156424,0.5586592178770949,0.09147657514813404,0.03367044459877116,0.15881746434567634,False
2026-03-13,Intake,180,12,168,93,0.06666666666666667,0.5166666666666667,0.09207137404587382,0.03343871867453553,0.15894881139494488,False
2026-03-14,Intake,90,7,83,45,0.07777777777777778,0.5,0.08790470737920715,0.03264491005203667,0.1531945274832805,False
2026-03-15,Intake,72,4,68,33,0.05555555555555555,0.4583333333333333,0.08588450535900513,0.03230831400424716,0.15050113336749946,False
2026-03-16,Intake,183,13,170,108,0.07103825136612021,0.5901639344262295,0.08521454040332589,0.03286854376367453,0.15095162793067496,False
2026-03-17,Intake,169,13,156,102,0.07692307692307693,0.6035502958579881,0.08087894929046964,0.030150831387553652,0.14118061206557694,False
2026-03-18,Intake,177,17,160,104,0.096045197740113,0.5875706214689266,0.08321639085443054,0.028300143946687114,0.13981667874780476,False
2026-03-19,Intake,146,18,128,71,0.1232876712328767,0.4863013698630137,0.08687163391645325,0.02619291585889619,0.13925746563424563,False
2026-03-20,Intake,178,23,155,98,0.12921348314606743,0.550561797752809,0.08849277357763506,0.027762715374251852,0.14401820432613877,False
2026-03-21,Intake,79,8,71,39,0.10126582278481013,0.4936708860759494,0.09233147250855363,0.02948574361270905,0.15130295973397173,False
2026-03-22,Intake,79,8,71,43,0.10126582278481013,0.5443037974683544,0.08834025576869313,0.02313606521107914,0.13461238619085142,False
2026-03-23,Intake,182,16,166,99,0.08791208791208792,0.5439560439560439,0.08866108642843762,0.023292629403232186,0.13524634523490198,False
2026-03-24,Intake,166,18,148,99,0.10843373493975904,0.5963855421686747,0.08690480699358678,0.022261020698264473,0.13142684839011573,False
2026-03-25,Intake,169,15,154,99,0.08875739644970414,0.5857988165680473,0.08819568479048867,0.022988971976295795,0.13417362874308025,False
