interaction_id,interaction_datetime,date_key,queue,channel,agent_id,wait_seconds,handle_seconds,acw_seconds,abandoned,answered,answered_within_threshold,disposition
11095,2026-02-20 12:25:51,20260220,Intake,Phone,1001,6.5,391.0,36.2,0,1,1,Transferred
11096,2026-02-20 13:46:39,20260220,GeneralChat,Chat,1028,17.2,633.1,64.5,0,1,1,Transferred
11097,2026-02-20 13:21:24,20260220,Crisis,Phone,1014,34.3,523.7,70.0,0,1,0,FollowUp
11098,2026-02-20 13:44:12,20260220,GeneralChat,Chat,1020,19.7,454.0,73.7,0,1,1,Escalated
11099,2026-02-20 13:32:15,20260220,Intake,Phone,1004,60.8,335.6,17.4,0,1,0,Resolved
11100,2026-02-20 13:04:02,20260220,Intake,Phone,1033,21.3,287.8,47.7,0,1,0,Escalated
11101,2026-02-20 13:47:51,20260220,Crisis,Phone,1004,10.0,880.5,36.5,0,1,1,Resolved
11102,2026-02-20 13:18:04,20260220,GeneralChat,Chat,1006,8.2,862.6,46.9,0,1,1,Resolved
11103,2026-02-20 13:15:30,20260220,GeneralSupp,Phone,1039,53.0,243.9,81.5,0,1,0,Resolved
11104,2026-02-20 13:13:39,20260220,GeneralChat,Chat,1032,19.0,153.6,22.0,0,1,1,Escalated
11105,2026-02-20 13:47:25,20260220,GeneralChat,Chat,1035,13.6,216.2,42.8,0,1,1,Escalated
11106,2026-02-20 13:37:55,20260220,GeneralChat,Chat,,14.0,0.0,0.0,1,0,0,Abandoned
11107,2026-02-20 13:57:52,20260220,GeneralChat,Chat,1021,5.4,969.4,79.4,0,1,1,Resolved
11108,2026-02-20 13:07:53,20260220,Intake,Phone,1010,27.4,228.8,88.3,0,1,0,Resolved
11109,2026-02-20 13:38:49,20260220,GeneralSupp,Phone,1012,11.2,199.6,45.2,0,1,1,Resolved
11110,2026-02-20 13:12:55,20260220,Intake,Phone,1025,29.0,198.9,71.4,0,1,0,FollowUp
11111,2026-02-20 13:44:18,20260220,Crisis,Phone,1027,10.5,582.0,84.8,0,1,1,Resolved
11112,2026-02-20 13:10:10,20260220,Crisis,Phone,1029,8.0,840.3,42.5,0,1,1,Resolved
11113,2026-02-20 13:48:06,20260220,GeneralSupp,Phone,1011,6.8,127.3,81.1,0,1,1,Resolved
11114,2026-02-20 13:24:44,20260220,GeneralChat,Chat,1032,29.1,449.4,74.8,0,1,0,Resolved
11115,2026-02-20 13:51:58,20260220,Intake,Phone,1010,24.2,488.9,80.7,0,1,0,Resolved
11116,2026-02-20 13:23:20,20260220,GeneralChat,Chat,1012,18.1,298.0,70.9,0,1,1,Resolved
11117,2026-02-20 13:05:51,20260220,GeneralSupp,Phone,1025,12.8,176.9,52.1,0,1,1,Resolved
11118,2026-02-20 13:13:12,20260220,GeneralSupp,Phone,1011,40.9,193.3,74.2,0,1,0,Resolved
11119,2026-02-20 13:18:56,20260220,GeneralSupp,Phone,1035,44.2,302.5,15.2,0,1,0,Resolved
11120,2026-02-20 13:11:51,20260220,Intake,Phone,1023,27.8,353.2,43.8,0,1,0,Resolved
11121,2026-02-20 13:30:22,20260220,Intake,Phone,1022,27.8,260.1,73.2,0,1,0,Resolved
11122,2026-02-20 13:48:05,20260220,Intake,Phone,1021,6.6,180.2,85.2,0,1,1,Resolved
11123,2026-02-20 13:20:05,20260220,Crisis,Phone,1012,26.4,356.8,47.2,0,1,0,FollowUp
11124,2026-02-20 13:04:49,20260220,Crisis,Phone,,32.2,0.0,0.0,1,0,0,Abandoned
11125,2026-02-20 13:13:14,20260220,Intake,Phone,1040,85.3,269.1,62.0,0,1,0,Escalated
11126,2026-02-20 13:26:55,20260220,GeneralSupp,Phone,1005,13.6,374.8,55.6,0,1,1,Resolved
11127,2026-02-20 13:54:52,20260220,GeneralSupp,Phone,1020,19.6,335.5,63.4,0,1,1,Resolved
11128,2026-02-20 13:34:31,20260220,GeneralSupp,Phone,1022,19.4,190.5,85.1,0,1,1,Resolved
11129,2026-02-20 13:46:11,20260220,Intake,Phone,1018,12.8,504.6,80.6,0,1,1,FollowUp
11130,2026-02-20 13:13:49,20260220,GeneralSupp,Phone,1031,9.0,228.4,54.9,0,1,1,Resolved
11131,2026-02-20 13:13:23,20260220,GeneralChat,Chat,1017,11.0,578.1,23.1,0,1,1,Resolved
11132,2026-02-20 13:06:38,20260220,GeneralChat,Chat,1023,18.3,152.3,82.6,0,1,1,Resolved
11133,2026-02-20 13:14:27,20260220,GeneralSupp,Phone,1004,47.5,224.4,18.6,0,1,0,FollowUp
11134,2026-02-20 13:56:41,20260220,GeneralSupp,Phone,1012,50.4,278.7,76.3,0,1,0,Escalated
11135,2026-02-20 13:37:56,20260220,GeneralChat,Chat,1025,9.4,283.8,55.5,0,1,1,Resolved
11136,2026-02-20 13:32:04,20260220,Intake,Phone,1032,10.9,432.4,18.0,0,1,1,Resolved
11137,2026-02-20 13:27:59,20260220,Intake,Phone,1023,31.4,169.2,51.2,0,1,0,Resolved
11138,2026-02-20 13:06:33,20260220,GeneralSupp,Phone,1017,32.9,331.0,55.4,0,1,0,Transferred
11139,2026-02-20 13:18:27,20260220,Crisis,Phone,1013,30.2,1381.8,49.0,0,1,0,Resolved
11140,2026-02-20 13:11:32,20260220,Intake,Phone,1019,21.9,161.1,84.6,0,1,0,Resolved
11141,2026-02-20 13:50:05,20260220,GeneralChat,Chat,1022,46.4,269.1,32.6,0,1,0,Resolved
11142,2026-02-20 13:15:39,20260220,Intake,Phone,1039,9.6,583.3,71.8,0,1,1,FollowUp
11143,2026-02-20 13:56:01,20260220,GeneralChat,Chat,1001,5.8,572.8,18.3,0,1,1,Resolved
11144,2026-02-20 13:14:51,20260220,Crisis,Phone,1011,11.3,317.3,28.0,0,1,1,FollowUp
11145,2026-02-20 13:21:45,20260220,Crisis,Phone,1006,34.8,512.5,66.4,0,1,0,Resolved
11146,2026-02-20 13:05:52,20260220,Crisis,Phone,1030,23.2,404.4,67.2,0,1,0,Resolved
11147,2026-02-20 13:38:44,20260220,Crisis,Phone,1017,17.5,593.1,29.4,0,1,1,Resolved
11148,2026-02-20 13:08:54,20260220,Intake,Phone,1007,39.6,353.1,17.6,0,1,0,Resolved
11149,2026-02-20 13:20:07,20260220,GeneralSupp,Phone,1011,20.8,153.5,57.5,0,1,0,Resolved
11150,2026-02-20 13:58:02,20260220,GeneralSupp,Phone,1036,35.7,594.8,48.3,0,1,0,Resolved
11151,2026-02-20 13:57:16,20260220,Crisis,Phone,1028,14.2,852.1,25.6,0,1,1,Resolved
11152,2026-02-20 13:05:06,20260220,GeneralSupp,Phone,1036,17.0,374.1,36.8,0,1,1,Resolved
11153,2026-02-20 13:24:17,20260220,Crisis,Phone,1008,24.4,435.8,82.4,0,1,0,Resolved
11154,2026-02-20 13:34:19,20260220,Intake,Phone,1007,26.5,474.8,84.5,0,1,0,FollowUp
11155,2026-02-20 13:12:26,20260220,Intake,Phone,1035,53.2,187.1,41.0,0,1,0,Resolved
11156,2026-02-20 13:04:50,20260220,GeneralChat,Chat,1007,15.0,439.5,74.5,0,1,1,FollowUp
11157,2026-02-20 13:23:55,20260220,GeneralSupp,Phone,1014,50.1,267.6,29.6,0,1,0,Resolved
11158,2026-02-20 13:29:29,20260220,Intake,Phone,1031,24.3,593.9,55.0,0,1,0,Resolved
11159,2026-02-20 13:19:06,20260220,Intake,Phone,1006,11.9,294.3,35.2,0,1,1,Resolved
11160,2026-02-20 13:51:00,20260220,GeneralSupp,Phone,1017,5.4,336.9,51.9,0,1,1,Resolved
11161,2026-02-20 13:30:33,20260220,GeneralSupp,Phone,1012,19.6,367.4,18.1,0,1,1,Resolved
11162,2026-02-20 13:22:35,20260220,GeneralSupp,Phone,1005,32.9,424.3,33.8,0,1,0,Resolved
11163,2026-02-20 13:05:35,20260220,Intake,Phone,1007,73.3,305.3,16.3,0,1,0,Resolved
11164,2026-02-20 13:56:16,20260220,GeneralSupp,Phone,1033,21.5,170.5,38.0,0,1,0,Resolved
11165,2026-02-20 13:37:05,20260220,Intake,Phone,1006,22.9,279.1,87.4,0,1,0,Resolved
11166,2026-02-20 13:52:41,20260220,GeneralSupp,Phone,1003,38.0,342.4,58.7,0,1,0,Resolved
11167,2026-02-20 13:46:25,20260220,Intake,Phone,1003,33.7,321.9,27.1,0,1,0,Resolved
11168,2026-02-20 13:36:30,20260220,Crisis,Phone,1030,10.7,1102.0,76.8,0,1,1,Resolved
11169,2026-02-20 13:15:47,20260220,Crisis,Phone,1004,20.6,686.2,53.6,0,1,0,Resolved
11170,2026-02-20 13:17:18,20260220,GeneralSupp,Phone,1023,17.5,566.1,53.2,0,1,1,Resolved
11171,2026-02-20 13:15:02,20260220,Intake,Phone,1018,16.3,302.0,27.3,0,1,1,Resolved
11172,2026-02-20 14:22:54,20260220,Crisis,Phone,1039,11.5,733.4,15.5,0,1,1,Resolved
11173,2026-02-20 14:33:38,20260220,Intake,Phone,1018,7.7,255.2,77.9,0,1,1,Resolved
11174,2026-02-20 14:12:56,20260220,GeneralSupp,Phone,1032,11.4,140.7,78.2,0,1,1,Resolved
11175,2026-02-20 14:50:18,20260220,GeneralSupp,Phone,1022,33.3,298.8,18.5,0,1,0,Resolved
11176,2026-02-20 14:19:45,20260220,Crisis,Phone,1009,4.8,904.4,67.8,0,1,1,Resolved
11177,2026-02-20 14:29:15,20260220,Intake,Phone,1034,6.2,394.2,26.4,0,1,1,Resolved
11178,2026-02-20 14:12:11,20260220,GeneralChat,Chat,1030,17.9,753.2,16.4,0,1,1,Resolved
11179,2026-02-20 14:47:13,20260220,GeneralSupp,Phone,1019,11.1,198.0,30.4,0,1,1,Transferred
11180,2026-02-20 14:37:51,20260220,GeneralSupp,Phone,1038,17.4,144.6,81.7,0,1,1,Escalated
11181,2026-02-20 14:56:07,20260220,GeneralChat,Chat,1002,24.1,287.3,29.0,0,1,0,Resolved
11182,2026-02-20 14:49:12,20260220,GeneralChat,Chat,1022,26.0,376.0,59.4,0,1,0,Resolved
11183,2026-02-20 14:05:27,20260220,Intake,Phone,1010,20.5,346.5,77.5,0,1,0,Resolved
11184,2026-02-20 14:37:00,20260220,Intake,Phone,1010,33.2,185.0,41.4,0,1,0,Resolved
11185,2026-02-20 14:04:37,20260220,GeneralChat,Chat,1022,18.2,308.4,27.2,0,1,1,Resolved
11186,2026-02-20 14:39:58,20260220,Intake,Phone,1003,53.9,213.3,27.6,0,1,0,Resolved
11187,2026-02-20 14:11:04,20260220,Intake,Phone,1022,10.1,542.4,72.1,0,1,1,FollowUp
11188,2026-02-20 14:12:59,20260220,Intake,Phone,,34.0,0.0,0.0,1,0,0,Abandoned
11189,2026-02-20 14:43:37,20260220,GeneralChat,Chat,1024,16.0,416.4,85.1,0,1,1,Resolved
11190,2026-02-20 14:14:08,20260220,Crisis,Phone,1040,11.0,520.0,52.4,0,1,1,Resolved
11191,2026-02-20 14:38:11,20260220,Intake,Phone,1024,69.8,484.4,17.7,0,1,0,FollowUp
11192,2026-02-20 14:11:44,20260220,Intake,Phone,1017,3.8,319.9,22.1,0,1,1,Resolved
11193,2026-02-20 14:36:10,20260220,GeneralSupp,Phone,1017,52.5,340.7,63.3,0,1,0,FollowUp
11194,2026-02-20 14:58:54,20260220,Crisis,Phone,1020,15.6,423.6,76.2,0,1,1,Resolved
11195,2026-02-20 14:40:23,20260220,GeneralSupp,Phone,1013,65.5,460.7,54.5,0,1,0,Resolved
11196,2026-02-20 14:12:39,20260220,GeneralChat,Chat,1007,28.6,329.9,58.1,0,1,0,Resolved
11197,2026-02-20 14:27:29,20260220,Intake,Phone,1006,27.7,202.1,57.6,0,1,0,Escalated
11198,2026-02-20 14:14:11,20260220,Intake,Phone,1032,33.0,409.3,84.4,0,1,0,Escalated
11199,2026-02-20 14:17:25,20260220,GeneralSupp,Phone,1008,20.7,229.1,30.1,0,1,0,Resolved
11200,2026-02-20 14:25:39,20260220,GeneralSupp,Phone,1025,19.7,219.0,69.6,0,1,1,Resolved
11201,2026-02-20 14:11:06,20260220,Intake,Phone,,14.3,0.0,0.0,1,0,0,Abandoned
11202,2026-02-20 14:15:38,20260220,Crisis,Phone,1024,9.5,458.6,69.0,0,1,1,Resolved
11203,2026-02-20 14:56:22,20260220,Intake,Phone,1040,7.7,274.0,65.4,0,1,1,Resolved
11204,2026-02-20 14:42:50,20260220,Intake,Phone,1007,45.5,437.1,78.7,0,1,0,Escalated
11205,2026-02-20 14:14:53,20260220,GeneralChat,Chat,1023,12.9,486.8,72.2,0,1,1,Resolved
11206,2026-02-20 14:01:12,20260220,GeneralSupp,Phone,1035,10.3,183.0,72.2,0,1,1,Resolved
11207,2026-02-20 14:20:28,20260220,Crisis,Phone,1031,36.0,716.1,50.2,0,1,0,Resolved
11208,2026-02-20 14:09:42,20260220,Crisis,Phone,1034,22.5,377.1,38.2,0,1,0,Transferred
11209,2026-02-20 14:43:16,20260220,GeneralChat,Chat,1007,6.2,267.5,69.0,0,1,1,Resolved
11210,2026-02-20 14:25:53,20260220,Crisis,Phone,1032,5.9,356.7,39.8,0,1,1,Resolved
11211,2026-02-20 14:45:02,20260220,Intake,Phone,1035,20.4,277.2,34.7,0,1,0,Resolved
11212,2026-02-20 14:49:38,20260220,Intake,Phone,1038,20.2,121.3,47.0,0,1,0,Resolved
11213,2026-02-20 14:31:40,20260220,GeneralChat,Chat,1015,13.0,389.1,74.6,0,1,1,Resolved
11214,2026-02-20 14:46:07,20260220,GeneralChat,Chat,1018,13.7,246.5,78.4,0,1,1,Resolved
11215,2026-02-20 14:31:04,20260220,GeneralChat,Chat,1027,20.2,319.2,80.0,0,1,0,Resolved
11216,2026-02-20 14:38:47,20260220,Intake,Phone,1004,23.0,1220.5,86.6,0,1,0,Resolved
11217,2026-02-20 14:58:00,20260220,GeneralSupp,Phone,1030,14.6,172.5,18.9,0,1,1,Resolved
11218,2026-02-20 14:57:33,20260220,GeneralSupp,Phone,1006,27.7,228.2,87.4,0,1,0,Resolved
11219,2026-02-20 14:27:44,20260220,Crisis,Phone,1014,47.5,621.4,15.7,0,1,0,Escalated
11220,2026-02-20 14:31:47,20260220,GeneralChat,Chat,1009,105.5,439.4,32.3,0,1,0,Resolved
11221,2026-02-20 14:53:55,20260220,GeneralChat,Chat,1026,16.1,333.7,23.4,0,1,1,Resolved
11222,2026-02-20 14:03:44,20260220,Intake,Phone,1024,26.1,347.5,51.1,0,1,0,Resolved
11223,2026-02-20 14:59:11,20260220,Intake,Phone,1004,59.3,396.0,50.9,0,1,0,Resolved
11224,2026-02-20 14:37:54,20260220,Intake,Phone,1038,29.6,488.5,50.9,0,1,0,Escalated
11225,2026-02-20 14:03:47,20260220,GeneralChat,Chat,1038,18.6,224.4,62.9,0,1,1,Resolved
11226,2026-02-20 14:33:40,20260220,GeneralChat,Chat,1036,19.3,558.2,51.9,0,1,1,Resolved
11227,2026-02-20 14:39:22,20260220,GeneralSupp,Phone,1031,56.0,202.7,53.0,0,1,0,Resolved
11228,2026-02-20 14:33:29,20260220,Intake,Phone,1010,16.2,460.7,71.6,0,1,1,Transferred
11229,2026-02-20 14:57:48,20260220,GeneralSupp,Phone,1018,19.4,141.2,76.7,0,1,1,Resolved
11230,2026-02-20 14:27:33,20260220,Crisis,Phone,,6.7,0.0,0.0,1,0,0,Abandoned
11231,2026-02-20 14:26:38,20260220,GeneralChat,Chat,1034,22.8,465.1,80.7,0,1,0,Transferred
11232,2026-02-20 14:12:27,20260220,GeneralSupp,Phone,1004,11.4,172.1,52.6,0,1,1,Resolved
11233,2026-02-20 14:22:47,20260220,Intake,Phone,1031,16.1,368.4,38.8,0,1,1,Resolved
11234,2026-02-20 14:31:20,20260220,Intake,Phone,1018,9.8,352.8,78.6,0,1,1,Resolved
11235,2026-02-20 14:22:28,20260220,Intake,Phone,1031,36.0,336.9,19.7,0,1,0,Resolved
11236,2026-02-20 14:04:48,20260220,GeneralSupp,Phone,1034,24.7,168.4,89.9,0,1,0,Resolved
11237,2026-02-20 14:45:42,20260220,Intake,Phone,1014,34.3,461.6,43.5,0,1,0,Escalated
11238,2026-02-20 14:16:11,20260220,GeneralSupp,Phone,1024,16.2,188.2,40.0,0,1,1,Resolved
11239,2026-02-20 14:40:11,20260220,Crisis,Phone,1016,13.8,645.8,77.6,0,1,1,Resolved
11240,2026-02-20 15:34:16,20260220,Intake,Phone,1031,41.1,334.9,47.0,0,1,0,Resolved
11241,2026-02-20 15:41:36,20260220,GeneralChat,Chat,,16.0,0.0,0.0,1,0,0,Abandoned
11242,2026-02-20 15:08:47,20260220,GeneralChat,Chat,1015,3.4,168.9,66.4,0,1,1,Resolved
11243,2026-02-20 15:42:00,20260220,Intake,Phone,1027,19.3,389.4,17.0,0,1,1,FollowUp
11244,2026-02-20 15:47:51,20260220,Crisis,Phone,1030,24.9,911.9,54.9,0,1,0,FollowUp
11245,2026-02-20 15:35:38,20260220,GeneralSupp,Phone,1026,20.9,271.4,47.3,0,1,0,Resolved
11246,2026-02-20 15:08:02,20260220,GeneralSupp,Phone,1028,51.0,273.0,32.2,0,1,0,Resolved
11247,2026-02-20 15:45:58,20260220,GeneralSupp,Phone,1015,113.7,104.2,40.0,0,1,0,Resolved
11248,2026-02-20 15:18:10,20260220,GeneralChat,Chat,1017,30.8,214.1,42.0,0,1,0,Resolved
11249,2026-02-20 15:28:47,20260220,Intake,Phone,,40.6,0.0,0.0,1,0,0,Abandoned
11250,2026-02-20 15:11:18,20260220,GeneralChat,Chat,1001,14.4,305.6,16.8,0,1,1,Resolved
11251,2026-02-20 15:32:03,20260220,Intake,Phone,1028,43.6,430.3,61.7,0,1,0,Resolved
11252,2026-02-20 15:55:35,20260220,GeneralSupp,Phone,1005,15.1,376.7,32.2,0,1,1,FollowUp
11253,2026-02-20 15:52:02,20260220,GeneralSupp,Phone,1035,6.9,92.4,39.4,0,1,1,Resolved
11254,2026-02-20 15:20:28,20260220,GeneralSupp,Phone,1002,28.8,368.8,87.7,0,1,0,FollowUp
11255,2026-02-20 15:30:01,20260220,Crisis,Phone,1004,39.6,612.3,75.7,0,1,0,Escalated
11256,2026-02-20 15:15:02,20260220,Intake,Phone,1036,8.2,385.4,61.9,0,1,1,Resolved
11257,2026-02-20 15:17:58,20260220,GeneralChat,Chat,1016,34.6,791.3,32.1,0,1,0,Resolved
11258,2026-02-20 15:08:18,20260220,Intake,Phone,1015,52.5,239.2,27.6,0,1,0,Resolved
11259,2026-02-20 15:25:06,20260220,Intake,Phone,1028,17.5,405.5,84.3,0,1,1,FollowUp
11260,2026-02-20 15:18:06,20260220,Intake,Phone,1040,14.7,114.0,74.5,0,1,1,Transferred
11261,2026-02-20 15:15:15,20260220,GeneralSupp,Phone,,27.8,0.0,0.0,1,0,0,Abandoned
11262,2026-02-20 15:13:31,20260220,GeneralSupp,Phone,1036,2.4,320.1,46.7,0,1,1,Resolved
11263,2026-02-20 15:13:28,20260220,GeneralSupp,Phone,1021,23.9,267.1,52.2,0,1,0,Resolved
11264,2026-02-20 15:06:02,20260220,Intake,Phone,1036,10.2,251.2,87.2,0,1,1,Escalated
11265,2026-02-20 15:36:30,20260220,GeneralChat,Chat,,121.1,0.0,0.0,1,0,0,Abandoned
11266,2026-02-20 15:01:31,20260220,Intake,Phone,1039,21.7,332.1,37.6,0,1,0,Resolved
11267,2026-02-20 15:00:58,20260220,GeneralChat,Chat,1011,5.2,153.1,31.1,0,1,1,Resolved
11268,2026-02-20 15:57:36,20260220,Crisis,Phone,1037,12.6,287.3,69.7,0,1,1,Transferred
11269,2026-02-20 15:18:38,20260220,GeneralSupp,Phone,1020,19.4,360.1,60.3,0,1,1,Transferred
11270,2026-02-20 15:00:29,20260220,GeneralSupp,Phone,,22.4,0.0,0.0,1,0,0,Abandoned
11271,2026-02-20 15:38:27,20260220,GeneralSupp,Phone,1028,8.6,223.0,23.0,0,1,1,Resolved
11272,2026-02-20 15:31:52,20260220,GeneralChat,Chat,1011,3.2,246.2,27.0,0,1,1,Transferred
11273,2026-02-20 15:12:47,20260220,GeneralChat,Chat,1022,8.1,483.5,55.9,0,1,1,Resolved
11274,2026-02-20 15:17:42,20260220,GeneralSupp,Phone,1004,10.1,493.0,32.5,0,1,1,Resolved
11275,2026-02-20 15:59:52,20260220,Intake,Phone,1011,41.6,228.1,89.2,0,1,0,Escalated
11276,2026-02-20 15:26:14,20260220,GeneralSupp,Phone,1034,37.1,281.1,54.2,0,1,0,Escalated
11277,2026-02-20 15:37:40,20260220,GeneralChat,Chat,1035,6.8,526.9,44.1,0,1,1,Resolved
11278,2026-02-20 15:45:45,20260220,GeneralChat,Chat,1024,20.1,139.9,86.5,0,1,0,Resolved
11279,2026-02-20 15:37:44,20260220,GeneralSupp,Phone,1025,16.5,359.7,51.0,0,1,1,Resolved
11280,2026-02-20 15:06:29,20260220,Crisis,Phone,1033,16.1,872.0,34.6,0,1,1,Resolved
11281,2026-02-20 15:32:00,20260220,Crisis,Phone,1011,12.5,339.4,31.6,0,1,1,Resolved
11282,2026-02-20 15:40:24,20260220,Crisis,Phone,,42.3,0.0,0.0,1,0,0,Abandoned
11283,2026-02-20 16:39:56,20260220,Intake,Phone,1024,9.0,207.3,62.0,0,1,1,Resolved
11284,2026-02-20 16:25:14,20260220,Intake,Phone,,14.0,0.0,0.0,1,0,0,Abandoned
11285,2026-02-20 16:30:39,20260220,Intake,Phone,1015,8.3,270.9,45.7,0,1,1,Resolved
11286,2026-02-20 16:38:57,20260220,GeneralSupp,Phone,1003,10.4,381.5,76.3,0,1,1,Resolved
11287,2026-02-20 16:28:51,20260220,Crisis,Phone,1030,14.2,634.9,69.3,0,1,1,Resolved
11288,2026-02-20 16:30:45,20260220,GeneralChat,Chat,1026,13.6,254.9,29.0,0,1,1,Escalated
11289,2026-02-20 16:20:16,20260220,GeneralChat,Chat,1033,15.5,364.9,80.8,0,1,1,Resolved
11290,2026-02-20 16:19:08,20260220,Intake,Phone,1010,11.8,270.7,68.3,0,1,1,Escalated
11291,2026-02-20 16:46:11,20260220,GeneralChat,Chat,1018,44.8,625.9,81.1,0,1,0,FollowUp
11292,2026-02-20 16:07:52,20260220,GeneralSupp,Phone,1035,9.2,84.7,42.0,0,1,1,Resolved
11293,2026-02-20 16:18:44,20260220,GeneralSupp,Phone,1013,38.8,189.0,43.2,0,1,0,Resolved
11294,2026-02-20 16:11:21,20260220,GeneralChat,Chat,1039,13.9,273.0,36.2,0,1,1,Resolved
11295,2026-02-20 16:12:07,20260220,Crisis,Phone,1023,10.8,333.8,76.5,0,1,1,Transferred
11296,2026-02-20 16:29:27,20260220,Crisis,Phone,1011,5.2,479.3,48.1,0,1,1,Resolved
11297,2026-02-20 16:10:21,20260220,GeneralSupp,Phone,1004,28.4,337.7,31.7,0,1,0,Escalated
11298,2026-02-20 16:11:59,20260220,GeneralChat,Chat,1002,11.1,481.3,24.6,0,1,1,Resolved
11299,2026-02-20 16:54:24,20260220,Crisis,Phone,1032,29.8,604.7,72.1,0,1,0,Resolved
11300,2026-02-20 16:57:45,20260220,Intake,Phone,1017,8.2,339.1,65.0,0,1,1,Resolved
11301,2026-02-20 16:27:25,20260220,GeneralSupp,Phone,1028,16.0,514.6,28.0,0,1,1,Escalated
11302,2026-02-20 16:21:41,20260220,GeneralSupp,Phone,1014,12.6,227.7,81.2,0,1,1,Escalated
11303,2026-02-20 16:34:02,20260220,GeneralSupp,Phone,1034,21.3,261.4,45.5,0,1,0,Resolved
11304,2026-02-20 16:09:18,20260220,Crisis,Phone,,42.6,0.0,0.0,1,0,0,Abandoned
11305,2026-02-20 16:16:32,20260220,Intake,Phone,1030,7.6,253.0,39.4,0,1,1,Resolved
11306,2026-02-20 16:55:58,20260220,GeneralSupp,Phone,1004,20.1,157.5,58.9,0,1,0,Resolved
11307,2026-02-20 16:03:16,20260220,Intake,Phone,1018,13.2,310.1,38.3,0,1,1,Resolved
11308,2026-02-20 16:50:21,20260220,Intake,Phone,1037,21.0,201.8,87.4,0,1,0,Resolved
11309,2026-02-20 16:53:54,20260220,GeneralSupp,Phone,1029,9.2,583.4,83.6,0,1,1,Resolved
11310,2026-02-20 16:15:04,20260220,Intake,Phone,1029,17.0,304.8,87.0,0,1,1,FollowUp
11311,2026-02-20 16:30:04,20260220,GeneralChat,Chat,1035,11.0,261.6,75.0,0,1,1,Resolved
11312,2026-02-20 16:40:05,20260220,Crisis,Phone,1006,48.6,415.0,69.2,0,1,0,Resolved
11313,2026-02-20 16:11:34,20260220,Intake,Phone,1038,11.5,319.0,19.5,0,1,1,Resolved
11314,2026-02-20 16:43:19,20260220,Crisis,Phone,1025,16.8,334.0,74.2,0,1,1,Resolved
11315,2026-02-20 16:55:03,20260220,Crisis,Phone,1013,17.2,727.6,55.5,0,1,1,Resolved
11316,2026-02-20 16:29:38,20260220,Intake,Phone,1008,19.2,365.6,50.6,0,1,1,Escalated
11317,2026-02-20 16:51:43,20260220,Intake,Phone,1027,21.4,370.1,88.1,0,1,0,Resolved
11318,2026-02-20 16:35:17,20260220,Intake,Phone,1038,10.8,212.1,40.8,0,1,1,Resolved
11319,2026-02-20 16:01:28,20260220,GeneralSupp,Phone,1036,8.9,281.6,87.5,0,1,1,Transferred
11320,2026-02-20 16:50:35,20260220,GeneralSupp,Phone,1012,9.4,146.2,67.0,0,1,1,Resolved
11321,2026-02-20 16:29:36,20260220,Crisis,Phone,1005,19.9,787.4,56.2,0,1,1,Resolved
11322,2026-02-20 16:29:25,20260220,Intake,Phone,,8.5,0.0,0.0,1,0,0,Abandoned
11323,2026-02-20 16:14:36,20260220,GeneralSupp,Phone,1037,12.3,281.1,27.3,0,1,1,Escalated
11324,2026-02-20 16:27:24,20260220,GeneralSupp,Phone,1014,4.3,261.4,63.9,0,1,1,Resolved
11325,2026-02-20 16:28:19,20260220,GeneralSupp,Phone,1015,29.7,378.8,24.7,0,1,0,Resolved
11326,2026-02-20 16:44:26,20260220,GeneralSupp,Phone,1019,13.1,205.3,79.4,0,1,1,Resolved
11327,2026-02-20 17:59:16,20260220,GeneralSupp,Phone,,7.9,0.0,0.0,1,0,0,Abandoned
11328,2026-02-20 17:50:46,20260220,GeneralSupp,Phone,1027,6.7,195.3,20.3,0,1,1,Resolved
11329,2026-02-20 17:29:35,20260220,GeneralSupp,Phone,1033,6.6,388.9,16.4,0,1,1,Resolved
11330,2026-02-20 17:19:33,20260220,Intake,Phone,1020,3.9,448.0,89.1,0,1,1,Resolved
11331,2026-02-20 17:55:01,20260220,GeneralSupp,Phone,1024,5.8,213.8,40.2,0,1,1,Resolved
11332,2026-02-20 17:38:56,20260220,GeneralSupp,Phone,1003,8.3,211.6,74.2,0,1,1,Resolved
11333,2026-02-20 17:02:23,20260220,GeneralChat,Chat,1035,20.6,338.6,23.6,0,1,0,Resolved
11334,2026-02-20 17:08:59,20260220,GeneralSupp,Phone,1023,16.9,317.1,33.8,0,1,1,Resolved
11335,2026-02-20 17:53:39,20260220,GeneralSupp,Phone,1036,31.6,457.9,63.8,0,1,0,Resolved
11336,2026-02-20 17:45:14,20260220,Crisis,Phone,1013,17.7,963.9,59.1,0,1,1,Resolved
11337,2026-02-20 17:04:32,20260220,Intake,Phone,1004,11.9,330.1,65.0,0,1,1,Resolved
11338,2026-02-20 17:59:54,20260220,GeneralChat,Chat,1033,37.2,400.3,89.1,0,1,0,Resolved
11339,2026-02-20 17:34:06,20260220,GeneralSupp,Phone,1022,9.7,194.7,84.7,0,1,1,Resolved
11340,2026-02-20 17:56:40,20260220,Crisis,Phone,1011,8.4,698.0,67.6,0,1,1,Resolved
11341,2026-02-20 17:57:37,20260220,GeneralChat,Chat,1037,8.0,217.1,63.5,0,1,1,Resolved
11342,2026-02-20 17:38:02,20260220,Intake,Phone,1038,9.8,537.5,20.2,0,1,1,Resolved
